NanogKO_0h_1 NanogKO_0h_2 NanogKO_0h_3 NanogKO_12h_1 NanogKO_12h_2 NanogKO_12h_3 NanogKO_24h_1 NanogKO_24h_2 NanogKO_24h_3 WT_0h_1 WT_0h_2 WT_12h_1 WT_12h_2 WT_12h_3 WT_24h_1 WT_24h_2 WT_24h_3
Rdh7 0 1 1 3 2 1 0 0 1 2 1 0 0 0 0 0 0
Sdr9c7 5 1 3 2 3 0 1 0 0 10 6 7 1 0 3 2 2
Hsd17b6 6 3 2 4 6 3 15 4 7 2 0 0 2 0 0 2 0
Prim1 1369 1369 1774 1343 1260 832 1780 1212 751 1080 1548 2699 877 617 1556 2095 2276
Naca 17171 16568 19133 15900 13597 8724 16599 11046 8112 14224 20304 25204 8369 6554 13945 17776 20062
Ptges3 9568 9144 11072 8111 7969 4704 11255 7204 4885 7466 13224 14307 4687 3412 8873 12139 13576
Atp5b 44605 43189 51682 43253 40984 25926 47313 30717 23662 29470 46949 67008 23162 16870 40338 46163 51303
Mir677 4 3 6 7 12 3 9 1 3 4 2 10 4 0 3 9 6
Baz2a 5534 5670 6988 6529 6027 3994 6552 4269 2458 4270 8059 12769 4539 3358 5927 7521 8606
Rbms2 1492 1599 1879 1637 1555 970 1708 1108 850 1101 1893 2503 958 645 1652 1857 2133
Gls2 679 679 847 513 432 286 574 358 281 477 817 900 286 248 617 715 785
Spryd4 387 427 440 413 397 277 336 244 188 355 506 771 269 192 409 512 587
Mip 9 12 10 9 12 7 27 15 17 1 9 28 7 6 19 20 27
Timeless 2690 2786 3409 3448 3147 2155 3473 2391 1527 1724 3222 5216 1834 1451 2798 3396 3917
Apon 9 3 3 26 22 15 25 8 11 5 4 15 1 1 10 8 15
Apof 0 0 5 5 5 5 8 3 3 1 5 6 1 1 9 9 7
Stat2 571 537 671 468 423 249 552 365 246 389 732 799 277 187 452 617 742
Il23a 49 58 75 47 42 19 33 18 12 23 22 57 19 20 28 24 41
Pan2 1338 1335 1648 1222 1077 700 1224 805 499 1072 1890 2311 801 613 1161 1458 1634
Cnpy2 1522 1530 1769 1810 1726 1158 1896 1384 1105 1304 1885 2950 1009 787 1710 1901 2054
Cs 5924 6124 7263 5928 5343 3635 7345 4862 3213 4373 7506 9382 3302 2512 5374 6617 7430
Coq10a 103 140 163 106 108 76 124 86 60 78 139 148 60 29 98 159 142
Ankrd52 562 573 689 560 558 368 527 395 230 627 1459 1555 619 448 659 783 982
Mir6914 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Mir6915 2 0 0 1 1 1 0 1 0 0 0 0 0 0 1 0 0
Slc39a5 4 11 10 7 5 4 10 4 0 4 10 7 4 3 7 6 8
Nabp2 633 618 744 877 853 591 1151 706 533 832 1311 1804 696 493 1065 1186 1443
Rnf41 837 827 1041 1017 978 676 1062 781 551 674 1028 1870 653 521 1094 1140 1343
Mir8105 4 0 0 0 1 0 0 0 0 1 1 2 0 1 0 0 0
Smarcc2 743 792 980 685 626 406 757 527 339 670 1558 1457 557 354 848 951 1222
Myl6 8212 7767 8787 9748 8995 5740 8005 5503 5391 6353 9135 15134 5102 3797 9038 9016 9442
Myl6b 60 81 74 72 82 65 81 40 45 99 145 187 79 54 116 133 132
Esyt1 1308 1240 1608 919 938 616 1009 653 469 939 1632 2201 858 556 937 1103 1232
Mir6916 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Zc3h10 556 522 669 551 524 333 607 426 303 387 734 1127 364 277 629 634 752
Rpl41 29542 29427 32132 29223 26588 19023 25862 17999 15409 26754 42476 52318 18769 12710 28658 28474 33988
Pa2g4 9703 9602 11386 12921 12417 7702 18865 11737 9397 8896 14610 22173 7807 5708 16220 19106 20726
Erbb3 557 546 644 650 613 395 372 258 165 750 1503 2661 1056 657 992 1107 1262
Mir6917 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
Rps26 19046 18008 20731 17532 15376 10319 18011 11802 9910 16195 24195 29359 10332 7786 16517 19021 22495
Ikzf4 9 16 17 22 12 10 18 13 4 35 62 37 10 10 24 20 23
Suox 107 116 134 113 151 72 115 93 69 84 196 228 87 55 159 157 153
Rab5b 1686 1636 1960 1082 1012 640 1048 705 511 1027 1961 2487 864 636 1383 1572 1780
Cdk2 1377 1376 1618 1666 1560 1044 2064 1290 886 1211 2097 3186 1124 857 1808 2222 2517
Pmel 111 124 130 96 57 58 92 57 56 41 99 91 34 26 71 85 93
Dgka 1453 1538 1799 2179 2060 1347 1613 908 790 572 915 2635 918 720 1042 1209 1412
Wibg 1324 1339 1464 1544 1472 1038 1417 916 776 1166 1727 2962 1062 729 1728 1844 2134
Mmp19 23 23 32 41 33 24 30 22 22 15 26 77 23 14 32 44 51
Tmem198b 75 83 90 92 83 49 78 43 32 144 267 304 123 84 174 165 207
Dnajc14 1179 1120 1387 1150 1008 658 1027 707 489 681 1287 1965 726 461 1064 1218 1333
Ormdl2 366 432 459 343 343 207 403 281 222 288 514 739 277 167 476 538 621
Sarnp 1838 1814 2170 1621 1541 944 2052 1462 1028 1677 2497 3002 953 780 2114 2681 2853
Gdf11 39 25 43 43 39 30 59 41 32 53 149 127 50 43 94 94 129
Cd63 10921 10572 12786 9083 8050 4910 8317 5123 4363 3034 4659 7631 2707 1942 3383 3879 4692
Rdh5 9 10 15 16 12 4 11 5 4 24 26 23 6 14 12 14 9
Bloc1s1 630 616 663 534 532 315 467 304 330 421 793 930 306 229 584 536 625
Itga7 187 216 214 119 125 75 121 48 45 137 286 559 222 159 247 221 281
Mettl7b 32 23 28 1 6 0 4 6 0 17 6 5 0 3 2 4 1
Olfr9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr765 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr767 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr769 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
Olfr770 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr771 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr772 0 1 0 1 1 1 2 0 0 0 0 1 0 0 1 0 0
Olfr773 0 1 0 1 1 1 2 0 0 0 0 3 0 0 1 0 0
Olfr774 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr775 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
Olfr776 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
Olfr777 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr781 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr782 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr784 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr786 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr787 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1
Olfr788 0 0 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0
Olfr790 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Olfr791 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr792 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr794 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr796 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr798 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr799 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr800 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Mir684-1 3413 3457 4259 4483 3775 2192 5239 3303 2540 3352 4050 6412 2136 1890 3707 6584 6769
Olfr801 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr805 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
Olfr806 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr809 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr810 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr811 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
Olfr812 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr814 0 1 2 0 0 1 0 1 0 0 0 0 1 0 0 0 0
Olfr815 0 1 3 0 0 1 0 1 0 0 1 1 4 0 0 1 1
Olfr816 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr818 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr819 0 0 0 0 2 0 3 0 0 0 0 0 0 1 0 0 0
Olfr247 0 0 0 0 6 0 6 0 0 0 0 0 0 2 0 0 0
Olfr820 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
Olfr821 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr824 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr826 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr827 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Neurod4 0 0 0 1 0 1 0 0 0 0 0 9 2 4 1 1 6
Tespa1 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Vmn2r84 4 2 3 1 0 1 3 1 0 0 1 6 4 1 2 3 1
Vmn2r85 4 3 3 0 0 2 4 0 0 1 0 3 3 1 1 5 2
Vmn2r86 4 3 1 1 0 1 4 0 0 0 0 4 4 1 1 1 1
Vmn2r87 4 1 2 0 1 0 0 1 0 0 0 2 2 0 1 6 2
Pisd-ps1 967 890 1272 1018 944 608 1196 840 584 693 1308 2020 729 448 1357 1582 1601
Sfi1 546 511 710 528 474 310 570 382 249 375 698 1066 408 260 599 780 783
Eif4enif1 2177 2086 2360 2329 2192 1300 2521 1702 1155 1536 2687 3651 1253 947 2130 2552 2763
Mir3470a 1 3 0 0 0 1 0 0 0 1 0 0 1 1 0 0 1
Drg1 3412 3144 3829 3544 3137 1999 3224 2235 1574 2176 3174 5173 1722 1345 2844 3514 3821
Patz1 1127 1119 1423 1204 1114 781 1173 745 561 1331 2518 3044 1102 781 1681 1697 1942
Gm11944 11 13 10 7 19 5 11 7 4 12 18 35 10 9 7 11 18
Pik3ip1 75 102 119 118 111 59 104 69 55 121 227 353 140 86 169 186 236
Limk2 3062 3110 3697 3062 2955 1952 2553 1585 1298 2377 3946 6301 2285 1668 2466 2695 3112
Rnf185 1030 1052 1218 1186 1028 631 1159 825 521 645 993 1466 502 345 689 895 1065
8430429K09Rik 46 39 36 33 37 14 47 48 15 40 57 62 17 17 42 47 54
Pla2g3 0 0 4 2 0 1 2 5 0 1 1 12 8 3 12 2 4
Inpp5j 2 2 5 2 2 0 6 0 3 1 3 4 0 1 5 4 4
Selm 228 203 235 152 143 92 157 92 101 211 355 323 125 84 245 208 253
Smtn 878 922 1127 786 780 582 1152 680 527 998 1783 1965 708 558 941 1030 1203
Tug1 1637 1617 2156 2012 1829 1102 2434 1709 1052 1134 1941 2737 927 768 1725 2519 2748
Morc2a 1432 1371 1756 2246 1949 1323 2840 1875 1149 1264 2358 4130 1312 1093 2241 2962 3360
Osbp2 3 9 8 19 8 9 27 16 8 6 17 18 14 8 18 8 13
4921536K21Rik 20 5 20 30 36 8 26 13 17 13 30 30 6 10 11 16 19
Dusp18 125 133 151 252 218 134 251 159 114 92 224 263 85 63 108 121 183
Slc35e4 102 121 123 157 162 124 143 120 79 176 350 489 168 133 161 198 259
Tcn2 855 840 1106 689 644 431 772 472 382 332 504 629 209 172 376 418 491
Pes1 5375 5511 6383 5924 5856 3602 7452 4979 3618 4087 6706 9252 3183 2361 6050 6886 8026
Gal3st1 11 21 15 21 14 11 7 13 5 18 48 38 15 7 19 14 28
Sec14l4 55 52 47 43 34 30 47 26 27 46 78 103 37 25 63 77 62
Sec14l3 16 12 18 4 3 4 8 2 5 3 8 7 1 3 6 5 6
Mtfp1 113 122 138 199 177 146 237 160 112 205 317 491 173 122 263 301 354
Sec14l2 95 91 113 85 93 42 102 62 40 52 100 163 63 46 132 119 139
Rnf215 107 141 163 183 169 107 151 115 70 111 200 373 126 89 152 210 204
Mir3060 0 1 0 2 1 3 1 0 0 0 1 2 0 2 2 1 4
Ccdc157 124 102 166 162 143 96 149 99 79 109 219 346 138 80 174 179 229
Sf3a1 4088 4296 5091 4542 4326 2915 5389 3432 2459 3555 7146 8844 3264 2366 4862 5665 6582
Tbc1d10a 638 659 755 715 712 476 724 503 493 535 800 1188 441 297 919 762 851
Gatsl3 819 793 892 926 845 574 966 709 468 811 1345 2187 894 639 1550 1740 1969
Osm 15 17 24 21 14 13 16 9 8 64 133 68 42 20 52 52 61
Lif 337 344 475 323 306 200 252 153 125 217 428 441 178 107 189 232 210
Hormad2 33 45 35 41 20 20 39 40 18 68 121 156 61 47 140 168 200
Mtmr3 1378 1350 1662 1150 1095 742 1202 791 507 726 1505 2027 749 591 1025 1196 1463
Gm11961 2 0 5 0 3 1 6 1 1 1 3 6 6 4 3 6 8
Ascc2 910 868 1004 918 851 550 977 643 470 670 1294 1639 574 466 960 1073 1190
Uqcr10 2005 1882 2024 1656 1616 1122 1945 1338 1124 1465 2412 2764 932 682 1916 2093 2413
Zmat5 455 414 482 383 335 218 337 249 229 358 543 568 218 162 417 353 401
Cabp7 3 0 4 3 8 6 13 6 6 22 38 13 10 7 17 10 17
Nf2 2555 2488 3049 3227 2923 2054 3669 2337 1625 1969 3656 6008 2039 1576 3409 3840 4693
Nipsnap1 1147 1137 1345 1248 1125 711 1882 1240 957 968 1496 2144 722 603 1525 1981 2239
Mir6918 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1
Thoc5 1298 1240 1566 1404 1350 961 1497 1042 784 1183 1832 2600 909 675 1331 1632 2005
AA413626 0 3 0 1 0 2 0 3 0 2 0 1 2 0 1 0 2
Nefh 212 215 251 362 296 210 525 384 200 160 294 512 135 126 304 408 472
Ap1b1 2062 1939 2468 2681 2441 1713 2931 2038 1340 1374 2310 3558 1328 844 2070 2285 2633
Gas2l1 1255 1237 1373 935 928 618 843 586 432 863 1736 1849 670 486 874 859 1027
Rasl10a 29 20 59 14 16 7 10 9 9 9 38 23 10 3 10 8 10
Ewsr1 9837 9782 11771 8738 7928 5131 8180 5196 3885 7640 14167 14212 4820 3658 8335 9502 10446
Rhbdd3 399 384 471 417 419 316 497 337 317 248 436 750 297 210 527 495 597
Emid1 39 44 34 37 25 14 46 26 27 67 75 49 14 14 34 41 39
Kremen1 759 784 955 654 657 428 701 430 300 581 1246 1328 480 321 567 667 853
Mir3079 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Znrf3 314 309 393 368 317 247 430 310 159 242 524 741 251 176 362 417 487
Xbp1 933 939 1177 1251 1133 736 1189 833 528 946 1704 2410 924 693 1264 1543 1847
Ccdc117 1092 1132 1276 1721 1534 992 1546 979 743 815 1494 2880 936 711 1332 1849 1911
Ankrd36 3 3 4 1 3 4 3 6 0 3 3 9 3 1 4 8 9
Mrps24 562 567 670 838 824 529 880 558 521 524 1005 1504 544 376 957 936 1121
Urgcp 609 614 745 601 580 386 449 290 200 325 649 1344 457 334 563 636 750
2210015D19Rik 67 52 86 105 77 64 91 50 51 64 81 140 51 39 78 98 84
Dbnl 2497 2603 2759 2030 2038 1298 2284 1571 1176 1641 2781 3543 1340 978 2099 2274 2658
Pgam2 57 59 63 55 76 35 69 64 44 71 97 292 138 80 54 69 72
Polm 181 155 214 264 250 173 237 165 82 195 320 519 192 144 201 241 238
Aebp1 451 491 606 396 347 307 361 236 187 328 680 637 253 181 235 293 370
Pold2 1931 2014 2198 1823 1733 1257 2451 1574 1300 1843 2852 3865 1530 1054 2729 2718 2979
Myl7 26 33 43 29 15 15 12 12 8 65 95 75 27 16 20 39 31
Gck 24 14 22 10 7 8 14 12 10 20 18 19 6 6 14 18 11
Ykt6 2060 1924 2389 2282 2173 1449 2815 1832 1250 1825 3163 4368 1480 1108 2655 3141 3655
Camk2b 131 132 126 159 128 96 194 132 98 208 399 405 150 113 265 281 325
Nudcd3 2666 2709 3188 3385 3271 2086 3667 2226 1800 1871 3438 5175 1750 1378 2966 3442 3934
Rps15a-ps6 4476 4385 4948 3976 3806 2272 4270 2729 2408 3310 5364 6261 2177 1594 4529 5170 5039
Npc1l1 3 0 4 18 12 6 3 7 0 20 29 45 16 7 15 24 17
Ddx56 2066 2095 2429 3179 3127 2176 3875 2600 1867 1434 2192 4716 1586 1222 2857 3122 3491
Tmed4 603 623 780 675 663 411 749 519 351 525 912 1220 442 341 621 717 880
Ogdh 3543 3513 4427 4080 3862 2608 5185 3486 2215 2423 4067 6996 2490 1778 3865 4569 5299
Zmiz2 2044 1840 2331 2120 2013 1441 2138 1415 1083 1411 2870 3730 1373 990 2211 2207 2706
Ppia 40639 38796 45470 37689 34508 21754 41557 27921 21907 30511 45818 62093 21029 15957 40982 47366 55018
H2afv 1585 1527 1712 1696 1462 1016 1441 1037 869 1491 2664 3302 1270 892 1924 2017 2355
Purb 2071 2118 2448 3062 2856 1774 3009 2066 1202 1252 2405 4110 1352 1049 2021 2896 3102
Myo1g 192 175 196 128 121 78 172 106 63 28 27 78 36 14 95 98 107
Gm11974 397 397 503 672 538 331 637 461 346 302 401 905 316 181 504 582 620
Ccm2 955 898 1036 1050 973 664 1162 778 629 738 1259 1615 630 422 1161 1150 1286
Nacad 53 42 47 45 42 30 56 39 26 20 56 45 14 6 25 31 28
Tbrg4 2835 2888 3525 3715 3637 2465 4435 2941 2127 2208 3833 5709 2000 1498 3749 4085 4501
Snora5c 13 7 16 17 11 10 18 14 9 12 16 19 14 4 13 19 12
Wap 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gm11978 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
Ramp3 65 59 69 265 240 128 215 144 150 37 52 291 95 70 251 234 253
Gm11981 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0
Adcy1 117 118 141 99 100 73 145 143 69 88 170 173 66 53 171 169 213
Gm11985 0 0 1 2 0 0 3 1 3 0 2 3 1 1 1 4 6
Igfbp1 4 0 0 0 0 1 0 1 0 0 2 1 0 0 0 1 2
Igfbp3 422 504 532 604 577 345 1051 722 549 523 1018 1425 571 452 1377 1622 1809
Tns3 3510 3519 4589 4826 4541 3061 5151 3117 2006 2453 4494 8616 2948 2256 3815 4761 5558
Hus1 850 827 999 785 799 546 1006 608 413 444 829 1052 360 275 750 978 1042
Sun3 1 1 1 3 0 2 4 0 1 0 1 0 0 0 2 2 2
Gm11992 9 9 8 9 15 7 12 8 3 1 2 10 2 3 2 5 8
Upp1 7895 7578 8849 3094 2878 1903 3948 2916 2068 3887 5645 2886 1011 857 2124 2310 2753
Abca13 5 6 3 12 9 6 19 7 4 3 2 21 4 6 13 13 19
Vwc2 4 5 7 2 4 3 4 1 3 3 3 7 4 3 5 2 9
Zpbp 8 9 6 16 11 4 11 13 7 4 18 19 2 4 6 18 23
4930415F15Rik 3 2 2 1 1 2 1 1 2 1 2 0 1 0 0 5 2
Ikzf1 1 1 3 4 1 1 0 1 1 17 19 8 1 3 5 10 10
Fignl1 1990 1949 2397 1344 1272 774 1462 1058 659 1342 2112 2697 876 775 1652 2074 2382
Ddc 247 289 317 257 241 166 200 208 87 194 311 616 208 144 334 374 432
1700042O10Rik 20 19 24 6 9 4 14 12 4 8 17 26 15 6 11 21 22
Grb10 841 770 933 384 317 248 477 329 231 2553 5233 3705 1383 928 2117 2300 2611
Cobl 1416 1294 1624 1206 1217 846 1205 752 462 749 1529 2497 863 638 1085 1597 1869
1700046C09Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pom121l12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Vstm2a 7 1 8 2 4 1 8 3 2 4 2 7 4 2 3 6 4
Sec61g 2905 2793 3182 2798 2507 1504 2830 1831 1749 1746 2299 3703 1233 878 2539 3075 3145
Egfr 101 110 116 84 75 58 138 88 61 128 250 320 125 76 129 150 211
2810442I21Rik 13 17 18 21 18 6 22 14 12 23 28 66 17 12 50 60 56
Fbxo48 15 16 22 15 14 14 19 17 6 10 23 36 11 13 27 36 38
Plek 4 2 6 0 5 2 2 1 1 3 5 8 6 2 5 4 5
Cnrip1 10 10 8 11 11 3 8 3 2 20 25 31 15 8 15 20 26
Ppp3r1 2509 2460 2957 2348 2064 1281 2735 1697 1097 1652 3073 3550 1126 882 2059 2804 3152
Pno1 2791 2629 3222 2737 2578 1635 3296 2181 1466 1784 2785 3884 1368 1027 2183 2712 3062
Wdr92 638 735 872 775 726 467 998 636 433 486 739 1145 395 276 676 821 945
C1d 908 899 1112 799 701 399 803 488 411 732 1090 1352 422 358 740 967 987
Etaa1 770 668 857 890 777 536 1017 622 443 593 1080 1854 610 502 1030 1350 1552
Meis1 92 78 113 134 62 55 103 64 31 205 295 467 205 94 256 290 368
4933406G16Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Spred2 888 916 1091 997 911 660 1022 710 384 619 1679 1667 623 430 914 949 1194
Actr2 10526 9996 12295 9279 8693 5255 9651 6178 4041 5845 10391 13993 4645 3398 6628 9403 10637
Rab1 5552 5416 6674 5742 5144 3167 6569 4298 2887 3128 5118 7958 2632 2067 4370 5769 6503
Cep68 933 890 1103 1087 998 631 1148 705 489 890 1764 2093 754 558 1291 1688 1831
Slc1a4 320 374 401 526 470 299 543 358 242 525 927 702 224 184 413 500 562
Sertad2 726 656 949 808 695 454 869 557 361 597 1239 1266 461 342 693 903 966
Aftph 787 778 853 729 658 375 784 546 382 579 952 1288 385 317 614 915 1024
Lgalsl 395 379 461 391 283 203 375 232 177 415 765 773 266 173 305 424 505
Peli1 607 617 764 630 593 370 715 531 295 480 930 1142 402 265 684 828 888
Vps54 1570 1528 1923 1493 1255 748 1255 843 598 1244 2170 2675 858 635 1301 1723 1830
Ugp2 912 909 1010 775 678 469 848 597 367 497 756 1197 405 282 603 938 1025
Mir1933 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4932414J04Rik 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
Mdh1 2585 2524 3120 2894 2494 1511 2972 1972 1429 2628 3555 4925 1587 1288 2685 3607 3915
Wdpcp 19 29 32 39 29 20 49 21 11 25 38 78 21 16 33 50 59
Otx1 7 11 8 7 10 8 3 3 3 1 5 9 4 1 5 3 7
Ehbp1 400 398 443 435 431 247 341 240 150 176 384 678 226 191 283 366 478
Tmem17 92 103 110 146 97 68 111 72 64 63 71 174 44 41 104 83 113
B3gnt2 786 708 852 961 869 524 854 485 407 506 865 1663 524 413 748 1048 1099
Commd1 908 961 1048 829 763 526 908 584 444 939 1327 1564 508 388 1054 1121 1191
Zrsr1 571 587 689 693 606 402 650 459 314 309 491 817 282 212 382 474 625
Cct4 12189 11728 14233 10203 9207 5861 11807 7672 5154 9071 13470 16229 5511 4297 8494 11354 13151
Fam161a 108 83 154 61 35 35 40 40 19 37 40 95 31 24 58 50 81
Xpo1 7134 6941 8882 7020 6426 3768 10268 6571 4029 5090 9059 12734 4244 3450 8551 11953 12946
Usp34 1928 1844 2392 2631 2476 1550 2944 1893 987 1285 1941 4722 1619 1398 2393 3499 3843
Ahsa2 407 433 503 531 516 304 633 413 267 366 613 992 385 264 546 631 790
1700093K21Rik 4 2 3 4 7 2 5 3 3 3 3 7 6 2 7 10 10
Gm12060 0 2 0 1 0 0 0 0 0 2 0 0 0 0 2 2 2
0610010F05Rik 343 378 459 371 316 204 339 290 152 257 553 615 214 178 327 459 546
Pex13 770 691 874 686 615 389 876 566 375 631 1016 1531 510 415 858 1224 1449
Pus10 751 707 863 751 690 423 985 596 385 687 1196 1528 458 402 767 1105 1382
Rel 23 27 36 22 15 12 34 17 8 26 79 43 18 12 27 26 33
Papolg 416 357 531 319 326 218 436 281 188 391 576 854 302 215 400 575 641
Bcl11a 10 6 11 63 78 50 102 56 57 7 28 85 37 17 140 175 191
4933430M04Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
Gm10466 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
4933427E13Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
5730522E02Rik 0 3 0 2 1 0 0 1 0 1 3 2 2 1 1 1 5
Mir6372 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Fancl 505 463 619 463 465 257 498 367 210 408 586 926 315 247 637 723 791
Vrk2 137 151 155 123 117 79 117 55 50 114 158 212 72 73 105 125 160
Gm12070 27809 26473 31389 21443 20021 13166 20874 13599 10827 17931 30567 28783 10478 7565 18390 18823 21054
Ccdc85a 70 55 54 82 61 33 67 36 34 58 79 260 96 51 121 146 177
2810471M01Rik 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
Mir216b 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Mir216c 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Mir216a 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Mir217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Efemp1 267 295 354 114 97 65 51 32 19 258 423 195 46 44 33 42 53
Pnpt1 1521 1419 1877 1476 1260 777 1666 1242 704 1056 1894 2396 748 612 1349 1881 2072
Smek2 1303 1204 1503 1543 1479 920 1677 1167 747 936 1661 2572 839 674 1365 1850 2036
Ccdc104 530 538 637 504 445 280 522 320 240 444 640 922 295 262 421 613 664
Ccdc88a 525 531 720 538 474 296 570 369 245 395 578 981 298 262 491 750 800
Prorsd1 266 256 310 220 171 151 250 186 100 150 288 320 109 90 234 290 343
Mtif2 835 848 1086 676 622 370 945 569 339 704 1059 1254 416 336 654 1008 1256
Rps27a 24638 23157 26541 24111 21946 13498 24072 15858 14864 18992 25192 37397 12442 9593 28185 29504 28777
1700034F02Rik 5 5 9 9 7 5 11 16 5 2 6 11 4 4 11 12 19
Rtn4 7703 7813 9825 5094 4705 2892 6561 4062 2839 5801 11607 11097 3811 2828 6324 8072 8952
Eml6 38 31 43 27 24 20 35 22 16 17 38 65 23 15 27 34 42
4931440F15Rik 61 75 116 100 105 79 123 94 63 54 96 182 69 42 130 120 140
Sptbn1 7581 7806 10314 9264 8690 5724 8326 5285 3074 3708 7301 11472 4039 2966 5212 6673 8077
4930505A04Rik 1 1 2 3 3 1 1 2 0 2 4 6 2 1 0 3 4
Acyp2 47 57 57 62 66 45 69 39 52 29 43 93 48 25 76 106 87
